Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Masters,2017,Pune,3,-695,Male,No,1,0
Masters,-293,New Delhi,3,35,Male,No,1,1
Bachelors,2015,incorrect_value,3,33,Male,No,1,0
Bachelors,2014,Bangalore,3,38,Female,No,4,0
Bachelors,2015,New Delhi,2,33,Female,No,3,1
Masters,2018,New Delhi,3,31,Female,incorrect_value,2,1
PHD,2015,Bangalore,3,31,Male,No,3,0
Bachelors,2013,Bangalore,3,37,Male,No,5,0
Bachelors,2014,Bangalore,913,32,Male,No,1,0
Bachelors,2017,Bangalore,3,33,,No,3,0
Bachelors,2014,Bangalore,-120,37,Male,No,5,0
Bachelors,111,,583,32,Male,No,405,0
Bachelors,2015,Pune,3,40,Female,Yes,2,1
Bachelors,2014,Pune,1,40,Female,No,-485,1
Masters,2013,New Delhi,2,32,Male,No,2,1
Masters,2017,,-538,39,Female,No,2,1
PHD,324,New Delhi,3,41,Male,No,1,0
PHD,2014,New Delhi,3,32,Female,No,0,0
Bachelors,-294,Bangalore,3,38,Male,,0,1
Masters,2017,New Delhi,2,31,Female,Yes,2,0
Bachelors,2018,Bangalore,3,38,Male,Yes,3,-137
Bachelors,-330,Bangalore,3,32,Male,No,4,0
Bachelors,2017,Pune,2,35,Female,No,-164,1
incorrect_value,2013,Bangalore,3,763,Male,No,5,0
Bachelors,724,Bangalore,3,38,Male,Yes,1,1
Bachelors,2014,Pune,1,36,Female,No,1,1
Bachelors,2015,Bangalore,3,34,Female,Yes,2,0
Masters,2015,,3,39,Female,No,2,0
Masters,2017,New Delhi,1,40,Female,No,0,0
Bachelors,2016,Bangalore,560,38,incorrect_value,Yes,1,385
Bachelors,2015,Pune,3,35,Male,No,3,0
Bachelors,2014,incorrect_value,2,31,Male,No,3,1
Bachelors,2017,Pune,3,41,,No,2,0
Bachelors,-571,Bangalore,3,35,Female,No,3,0
Bachelors,2018,Bangalore,3,33,Male,No,5,-278
incorrect_value,2017,New Delhi,2,33,Male,,5,0
Bachelors,2016,,3,31,Female,Yes,4,0
Masters,2013,New Delhi,3,35,Male,No,4,0
Bachelors,2016,Bangalore,3,37,Female,No,1,0
Bachelors,2015,Bangalore,3,467,,No,5,0
Bachelors,2012,Bangalore,3,-589,Male,No,1,1
Bachelors,2014,Bangalore,3,800,Male,No,3,0
Bachelors,2015,Bangalore,3,32,Female,No,0,0
Bachelors,865,Bangalore,3,40,Female,No,5,0
Bachelors,2012,Bangalore,3,34,Male,No,5,0
Bachelors,2014,,-539,37,Male,No,4,0
PHD,2015,Bangalore,3,40,,No,3,0
Masters,746,New Delhi,2,34,Female,No,2,1
Bachelors,2015,Pune,2,32,Female,No,402,1
Bachelors,2013,Bangalore,3,33,Male,No,1,0
Bachelors,2015,Bangalore,3,38,Male,No,3,1
Masters,2017,incorrect_value,2,41,Male,No,3,1
Masters,2017,New Delhi,1,347,Female,No,0,0
Bachelors,2016,Bangalore,3,33,Male,,1,0
,2014,Pune,3,31,,No,5,0
Bachelors,2013,Pune,869,34,Female,No,3,1
Bachelors,2017,Bangalore,3,31,Male,incorrect_value,1,0
Bachelors,2016,,2,36,Female,No,4,1
,2013,Bangalore,-796,38,Male,No,5,84
Bachelors,2015,Pune,2,39,Female,Yes,1,1
Bachelors,2014,Pune,3,31,Male,No,3,0
Bachelors,2015,New Delhi,3,40,Male,No,3,1
,2013,Bangalore,3,39,Male,No,-284,83
Bachelors,2015,Bangalore,3,32,Female,No,4,552
Bachelors,-856,,3,34,Male,No,1,0
Masters,2015,New Delhi,3,38,Male,No,1,0
Bachelors,2014,Bangalore,-374,39,Male,No,2,0
Bachelors,2014,Bangalore,3,39,Male,No,5,0
Bachelors,2016,,-192,33,Male,No,1,0
incorrect_value,2018,Pune,2,34,Female,No,-553,1
incorrect_value,2017,Pune,3,-686,Male,Yes,-886,707
Masters,2017,,2,33,Male,No,2,0
Bachelors,2014,Bangalore,3,41,,No,5,0
Masters,2017,incorrect_value,1,39,Male,No,0,0
Masters,2013,Pune,3,39,Male,No,2,0
Bachelors,-764,,3,41,Male,No,5,0
Bachelors,2012,Bangalore,3,40,Male,No,4,0
incorrect_value,2014,Bangalore,3,36,Male,No,0,0
Bachelors,2015,Bangalore,3,34,Male,No,0,0
Bachelors,2013,Bangalore,3,32,Male,No,5,1
Bachelors,2015,Bangalore,3,31,Male,No,4,0
Bachelors,2012,Bangalore,3,36,Male,Yes,0,980
Masters,-977,Pune,-734,35,Male,No,1,1
incorrect_value,2017,Bangalore,3,32,Male,No,2,0
Bachelors,2017,Pune,3,33,Male,Yes,5,0
Bachelors,2016,Bangalore,3,34,Male,No,2,-432
Bachelors,2017,Bangalore,3,39,,No,3,0
Bachelors,2018,Bangalore,444,38,Male,No,0,1
Bachelors,2012,Pune,2,35,Female,No,1,1
Bachelors,-588,,2,40,Female,Yes,5,1
Bachelors,2017,Pune,-996,41,Male,No,3,0
Bachelors,2016,Bangalore,1,504,Female,Yes,3,0
Masters,2017,New Delhi,-6,40,Male,No,0,0
Bachelors,-558,Bangalore,3,33,Female,No,3,1
Bachelors,2015,Bangalore,3,847,Male,No,1,1
Masters,2017,Bangalore,2,32,Male,No,2,0
Bachelors,2014,Pune,3,32,,Yes,2,0
Bachelors,2015,New Delhi,3,32,Female,No,2,0
Bachelors,2016,Pune,2,37,Female,No,2,1
Bachelors,2015,,3,-73,Male,No,5,0
,2016,Bangalore,82,38,Male,No,1,0
PHD,2018,New Delhi,3,-838,Female,No,4,1
Masters,2017,,2,675,Male,No,4,0
Masters,2017,New Delhi,2,35,Male,No,2,0
Bachelors,2016,Bangalore,3,33,Male,No,3,0
Bachelors,2017,Bangalore,-980,37,Male,No,4,0
Bachelors,2013,incorrect_value,3,38,Male,No,0,579
Bachelors,-895,Bangalore,3,32,Male,No,2,1
Bachelors,2017,incorrect_value,3,40,Female,No,2,0
Bachelors,2015,New Delhi,3,33,Female,No,2,0
Bachelors,2016,Bangalore,3,38,Male,No,2,1
Bachelors,2013,Bangalore,3,34,Male,incorrect_value,5,0
Bachelors,2017,New Delhi,3,-289,Female,No,4,0
Bachelors,2018,,2,31,Female,No,3,1
Bachelors,2014,Pune,3,32,incorrect_value,No,4,0
Bachelors,2013,Bangalore,3,35,Male,Yes,1,0
Bachelors,2014,Bangalore,3,35,Male,No,0,1
Bachelors,2012,Bangalore,3,33,Female,No,4,-190
Bachelors,2012,New Delhi,3,41,Female,No,0,0
incorrect_value,2015,Pune,1,31,Female,No,3,1
Bachelors,2016,Bangalore,3,34,Male,No,3,0
incorrect_value,2017,New Delhi,2,40,Female,No,2,0
Masters,2016,Bangalore,3,32,Male,No,1,238
Bachelors,2012,Bangalore,3,36,Male,No,-70,0
Bachelors,2014,Pune,2,40,Female,No,3,1
Bachelors,2012,Pune,3,97,Male,No,3,0
Bachelors,2014,Bangalore,1,34,Female,No,5,0
Masters,2013,New Delhi,3,41,incorrect_value,Yes,2,1
Masters,2017,New Delhi,2,32,Male,No,2,0
Bachelors,2016,Bangalore,3,41,Male,No,354,0
Masters,2014,New Delhi,252,33,Male,No,-876,0
Bachelors,2013,Bangalore,3,33,Female,No,0,1
Bachelors,2013,Pune,-620,39,Female,No,2,0
Masters,2018,Pune,273,40,Male,No,216,1
Bachelors,2017,New Delhi,3,34,Male,No,3,0
Bachelors,2016,Pune,3,41,incorrect_value,Yes,5,0
Bachelors,2015,Pune,3,37,Male,No,5,1
Masters,2017,Bangalore,3,32,Female,No,324,1
Bachelors,2017,Bangalore,3,41,Male,No,3,0
Bachelors,2018,Bangalore,3,34,Female,Yes,2,1
Masters,541,Bangalore,3,38,Male,No,5,1
Bachelors,2017,Bangalore,3,40,Female,No,3,0
Masters,2017,,3,35,Male,No,2,0
Bachelors,2015,incorrect_value,3,31,incorrect_value,No,1,0
Bachelors,2016,Pune,3,39,Male,No,4,0
Bachelors,2018,Bangalore,3,397,Male,No,234,1
Bachelors,2018,Bangalore,3,32,Male,No,3,1
Bachelors,2015,Bangalore,3,38,,No,5,0
Bachelors,-688,Bangalore,3,35,Male,No,639,0
Bachelors,2013,Bangalore,-339,440,Male,,86,0
Bachelors,2012,New Delhi,3,32,Male,No,1,1
Bachelors,2014,Pune,2,-540,Female,No,5,1
Bachelors,2015,Pune,432,35,Male,No,0,0
Bachelors,2017,Pune,3,41,Female,No,4,1
Masters,2015,Bangalore,3,36,Male,No,0,0
Bachelors,2017,Bangalore,3,35,Male,No,2,0
Masters,2017,New Delhi,2,36,Male,No,2,1
Masters,2017,Bangalore,1,34,Male,No,1,0
Bachelors,2015,Bangalore,3,36,Male,No,3,0
Bachelors,2017,Pune,-611,33,Male,No,631,0
Masters,-515,New Delhi,325,38,Male,No,2,1
PHD,2013,New Delhi,3,35,Female,Yes,3,1
Bachelors,2015,New Delhi,2,37,Female,incorrect_value,3,-863
Bachelors,-422,Bangalore,3,31,Male,No,0,0
Bachelors,2017,Pune,2,40,incorrect_value,No,2,1
Bachelors,2015,Pune,3,32,Female,No,3,1
incorrect_value,2015,Bangalore,3,35,Male,Yes,2,0
Bachelors,2012,Bangalore,3,38,Male,Yes,0,0
Bachelors,2015,Pune,2,-153,Female,No,0,1
Masters,2015,Pune,3,36,Male,No,3,0
Masters,2014,New Delhi,3,32,Female,No,5,-902
Bachelors,2018,Pune,2,37,Female,No,0,1
Bachelors,2018,Pune,3,138,Female,incorrect_value,0,1
Bachelors,2015,Pune,1,36,Female,No,4,1
Bachelors,2015,New Delhi,2,34,Female,No,5,1
Masters,2017,New Delhi,2,858,Female,No,0,0
Masters,2017,New Delhi,2,38,Female,No,5,0
Bachelors,2015,,2,-183,Female,No,114,1
Bachelors,2012,Pune,2,32,Female,No,5,1
Bachelors,2015,Bangalore,494,39,Male,No,2,0
Bachelors,2015,Bangalore,3,39,Male,No,2,1
Masters,2017,Pune,2,37,Male,,2,0
Bachelors,2015,Bangalore,3,32,Female,No,5,0
Bachelors,-994,New Delhi,2,38,Male,No,-110,-629
Bachelors,2012,Pune,2,36,Female,No,5,1
Masters,2016,Bangalore,1,37,Male,No,2,1
Bachelors,2017,Pune,3,32,Male,No,4,0
Masters,2017,New Delhi,3,37,Male,No,2,0
Bachelors,2016,New Delhi,3,33,Male,No,2,0
Bachelors,2016,Bangalore,-553,39,Male,No,4,0
Bachelors,2012,Bangalore,3,35,Male,No,1,1
Masters,-64,Pune,715,-364,Male,No,5,0
Bachelors,2015,Bangalore,3,34,Male,,0,0
Masters,2017,New Delhi,2,-388,Male,No,4,0
Bachelors,2012,Bangalore,3,33,Male,No,1,0
,2015,New Delhi,3,31,incorrect_value,No,0,0
PHD,2016,Pune,3,31,Female,No,4,0
Bachelors,2015,Bangalore,3,37,Female,No,4,0
Bachelors,510,Bangalore,3,33,Male,incorrect_value,0,0
Bachelors,2017,Pune,-422,31,Male,No,0,206
Bachelors,2017,Bangalore,3,41,Female,No,2,0
Masters,2017,Pune,2,422,Male,No,2,0
Masters,2013,New Delhi,3,965,Male,No,2,0
Bachelors,2016,Pune,3,37,incorrect_value,No,3,0
Bachelors,2014,Bangalore,3,37,Male,No,1,0
incorrect_value,2017,Pune,2,34,Female,No,3,1
Bachelors,72,New Delhi,2,31,Male,incorrect_value,2,0
incorrect_value,2014,incorrect_value,2,34,Female,Yes,1,1
Bachelors,2012,Bangalore,591,38,Female,No,5,0
Bachelors,2013,Bangalore,3,37,Female,incorrect_value,1,0
Bachelors,2015,Pune,1,34,Female,No,3,1
Bachelors,2015,Bangalore,211,33,Male,No,2,0
Bachelors,2016,incorrect_value,3,37,Male,No,4,-92
Bachelors,2016,Bangalore,3,41,Male,No,4,0
Bachelors,-190,Bangalore,1,38,Female,No,1,0
Bachelors,2016,Pune,3,40,Male,No,5,0
Bachelors,2017,New Delhi,3,33,Female,No,1,217
Bachelors,2016,New Delhi,3,33,Male,No,1,-717
Masters,2013,,3,37,Male,Yes,2,0
Bachelors,2017,New Delhi,2,36,Female,No,2,0
Bachelors,2012,,3,36,Female,No,5,0
,2015,Bangalore,-361,41,Male,No,1,0
Masters,2014,New Delhi,3,40,Male,No,5,0
Bachelors,2016,Bangalore,3,36,Female,No,0,0
,2017,Bangalore,2,41,Male,Yes,2,1
Bachelors,2015,Pune,3,33,incorrect_value,No,5,0
Masters,2017,New Delhi,2,37,Female,No,184,0
Bachelors,2017,New Delhi,2,33,Male,,0,0
Bachelors,2014,Bangalore,3,40,,No,4,0
Masters,-601,New Delhi,-728,36,Male,No,2,1
Bachelors,2018,Bangalore,3,40,Male,Yes,3,822
,2018,Bangalore,3,40,Male,No,2,1
Bachelors,2014,Bangalore,3,34,Male,No,3,0
Bachelors,2012,Pune,3,39,Male,No,5,0
Bachelors,2017,Pune,2,33,Male,No,1,1
Bachelors,2016,Bangalore,3,685,Male,No,2,0
Bachelors,2012,New Delhi,775,40,Male,No,3,0
incorrect_value,2018,Bangalore,3,38,Male,No,1,1
Bachelors,2016,Bangalore,3,30,Male,Yes,1,0
Bachelors,2014,New Delhi,3,38,Female,No,0,0
Bachelors,2016,Bangalore,3,34,Male,Yes,1,0
Masters,2016,New Delhi,3,37,Female,No,3,951
Bachelors,2015,Bangalore,3,40,Male,No,5,0
Bachelors,2015,New Delhi,739,40,Female,No,1,458
Masters,2016,Bangalore,3,-900,,No,2,1
Bachelors,2016,Pune,2,37,incorrect_value,No,3,1
Bachelors,2013,Pune,481,32,Male,No,965,0
Masters,2017,New Delhi,1,35,Male,No,5,0
Bachelors,2016,Bangalore,1,38,Male,No,3,-976
Bachelors,2017,incorrect_value,3,34,Female,No,1,0
Bachelors,2014,Bangalore,3,32,Male,No,2,1
Bachelors,2013,Bangalore,3,685,Male,No,5,0
Bachelors,2017,New Delhi,2,37,Male,No,4,0
Bachelors,2014,Bangalore,3,35,Male,No,2,0
Bachelors,2016,Bangalore,3,40,Male,No,0,0
Bachelors,2012,Bangalore,-413,40,Male,Yes,2,0
Bachelors,2015,Bangalore,3,39,Female,No,3,1
Masters,2013,New Delhi,3,41,Female,No,2,0
Bachelors,2015,Bangalore,687,34,Female,No,4,0
Bachelors,2012,New Delhi,3,34,Female,No,4,0
Bachelors,2013,Pune,2,36,Male,No,2,1
Masters,2016,New Delhi,3,39,Female,No,1,0
Bachelors,2014,New Delhi,3,41,Male,No,5,0
Bachelors,2015,Bangalore,3,40,Male,No,0,0
Bachelors,2017,Bangalore,3,34,Female,No,-218,0
Bachelors,2013,Bangalore,3,31,Male,No,2,0
Bachelors,2012,Pune,3,40,Male,No,-408,0
Bachelors,2013,Pune,3,32,Male,No,5,0
Bachelors,-395,Pune,-223,38,Male,No,3,1
Bachelors,2016,Bangalore,3,40,Male,No,3,975
PHD,2013,Bangalore,3,-218,Male,No,4,0
Bachelors,2014,Bangalore,3,36,Female,No,0,0
incorrect_value,2015,Pune,2,33,Female,Yes,3,-994
Bachelors,2016,,3,37,Male,No,3,0
,2015,Pune,3,38,Male,No,4,0
Bachelors,346,Bangalore,3,32,Male,No,4,0
Bachelors,2017,Pune,3,33,Male,No,1,0
Bachelors,2015,Bangalore,3,38,Male,No,5,0
Bachelors,2015,Pune,3,40,Female,No,5,1
Bachelors,2014,Bangalore,3,35,Male,Yes,0,0
Masters,2016,New Delhi,3,37,Female,No,5,0
Bachelors,2016,Bangalore,3,37,Male,Yes,2,0
Bachelors,2015,Bangalore,3,36,,No,2,0
Bachelors,2017,Bangalore,3,33,Female,No,4,1
Bachelors,2014,Pune,2,36,Female,No,3,1
Bachelors,2016,Pune,3,32,Male,No,3,0
Bachelors,2017,Bangalore,3,35,Female,No,1,1
Bachelors,2014,Pune,2,34,Female,No,2,-902
Masters,2017,Pune,2,40,Male,No,5,0
incorrect_value,2016,Bangalore,-823,37,Female,No,-915,0
Bachelors,2015,Bangalore,1,36,Male,No,1,0
Bachelors,2012,Pune,3,41,Female,No,1,0
Bachelors,-118,Pune,893,36,Male,No,0,0
Bachelors,2017,,3,31,Female,No,2,0
Bachelors,-655,Pune,3,31,Male,,3,0
Bachelors,2014,Pune,3,33,Male,No,2,0
Bachelors,2017,Bangalore,3,35,Male,Yes,0,0
PHD,2016,,3,34,Male,No,1,0
,2014,Bangalore,3,39,Female,No,4,0
Masters,2015,Bangalore,3,-205,Male,No,141,1
Bachelors,2015,Pune,3,32,Female,No,0,1
Bachelors,2017,Bangalore,3,941,,No,0,702
Bachelors,2014,Bangalore,-135,34,Male,Yes,1,0
Masters,2014,Pune,3,39,Male,No,2,0
Bachelors,-80,New Delhi,2,41,Female,,2,1
Bachelors,2017,New Delhi,2,34,Male,No,2,0
Bachelors,2013,Bangalore,3,36,Female,No,5,0
Bachelors,2015,Pune,2,39,Female,No,5,1
Bachelors,2012,Pune,-612,37,Male,No,5,0
Bachelors,2016,Bangalore,3,36,Male,No,4,0
Bachelors,2014,New Delhi,3,38,Female,No,1,0
Bachelors,2017,Bangalore,3,38,,No,3,0
Masters,2016,New Delhi,3,37,Female,No,2,1
Bachelors,2012,Bangalore,3,438,Male,No,-650,858
Bachelors,2015,Bangalore,3,31,Male,No,2,0
incorrect_value,2015,Pune,2,32,Female,No,2,1
Masters,2018,New Delhi,3,35,Male,No,2,1
Bachelors,2017,,3,31,Male,Yes,2,0
Bachelors,2015,Bangalore,1,32,Male,Yes,0,1
Bachelors,2015,Bangalore,3,31,Female,No,5,0
Bachelors,2018,Bangalore,3,37,Male,No,352,1
PHD,2018,,3,40,Male,No,3,1
Bachelors,2015,Bangalore,1,41,Male,No,360,0
Bachelors,2017,Pune,3,34,Male,No,5,0
Bachelors,2014,Bangalore,3,36,Male,Yes,-752,0
Bachelors,2013,Pune,3,35,Male,No,1,0
Masters,2017,New Delhi,3,38,Female,No,-60,0
Bachelors,2017,Bangalore,3,33,Male,No,1,631
Bachelors,2014,Bangalore,3,38,Female,,2,0
Bachelors,2018,Bangalore,3,38,Male,No,1,1
Bachelors,2017,Pune,2,40,Male,No,4,0
Bachelors,2013,New Delhi,3,39,Male,No,5,0
Bachelors,2014,New Delhi,3,33,Female,No,4,0
Bachelors,2015,Pune,3,32,Female,No,3,1
Bachelors,2013,Bangalore,3,39,Male,No,2,0
Bachelors,2015,Bangalore,3,38,Female,No,4,0
Bachelors,2013,incorrect_value,302,38,Male,No,2,0
Bachelors,2017,Bangalore,3,35,Male,No,0,0
Bachelors,2017,Pune,3,31,Female,No,0,1
Bachelors,2017,Bangalore,3,41,Male,,5,0
Bachelors,2013,New Delhi,3,38,Female,No,4,1
Bachelors,2016,Bangalore,3,40,,Yes,1,0
Bachelors,2018,Bangalore,3,-137,incorrect_value,No,2,1
PHD,2013,New Delhi,3,36,Male,No,3,1
Bachelors,2014,Pune,3,41,Male,No,4,0
Bachelors,2014,Bangalore,3,92,,Yes,1,0
Bachelors,2017,Bangalore,3,38,Male,No,5,0
,2017,New Delhi,-934,41,Female,No,0,0
Bachelors,2012,incorrect_value,1,34,Male,No,0,0
,2016,Bangalore,3,39,Female,No,3,1
Bachelors,2014,Bangalore,984,37,Male,No,5,0
Bachelors,2015,Pune,2,39,Female,Yes,0,1
Bachelors,2013,Bangalore,3,31,Male,No,2,1
Masters,2012,New Delhi,3,34,Female,No,3,0
Bachelors,2015,Bangalore,3,261,Male,No,1,-155
Bachelors,2014,Pune,2,38,Female,No,3,1
Bachelors,-350,Bangalore,3,34,Male,No,1,0
Bachelors,2016,Bangalore,3,31,Female,No,2,0
Bachelors,2016,Bangalore,3,39,incorrect_value,No,0,0
Bachelors,2013,Bangalore,-540,31,incorrect_value,No,1,0
Bachelors,2012,Bangalore,3,36,Male,No,1,-822
Bachelors,2017,New Delhi,3,37,Male,No,0,0
Bachelors,2015,Pune,1,38,Female,No,1,1
PHD,2017,Pune,945,41,incorrect_value,No,2,0
incorrect_value,2018,Bangalore,3,32,Male,No,4,1
Bachelors,2018,Pune,3,35,incorrect_value,No,0,1
Bachelors,2017,Bangalore,976,35,Male,No,1,0
Bachelors,-380,Bangalore,3,32,Male,No,1,0
Bachelors,2015,Bangalore,3,31,Male,No,1,1
Bachelors,2015,Bangalore,3,41,Male,No,4,0
Bachelors,2012,Bangalore,3,33,,Yes,0,0
Bachelors,2012,New Delhi,2,38,Female,incorrect_value,1,1
Masters,2012,Bangalore,3,39,Female,No,3,1
Bachelors,2015,Bangalore,1,471,,No,2,0
Masters,2017,Bangalore,2,31,Male,No,5,0
Masters,2017,New Delhi,2,39,Female,No,2,1
Masters,2017,New Delhi,-208,41,,No,3,1
PHD,2018,New Delhi,3,33,Female,No,0,1
Bachelors,2015,Bangalore,3,38,Male,No,1,0
Bachelors,2017,Pune,2,31,incorrect_value,No,0,-189
Bachelors,2014,Bangalore,3,34,Male,No,4,-824
Bachelors,2017,Bangalore,3,-885,Male,No,2,0
Bachelors,2012,Bangalore,3,36,Male,No,1,0
Bachelors,2015,Bangalore,-827,36,incorrect_value,No,2,0
Bachelors,713,New Delhi,2,41,Female,No,4,330
Bachelors,2017,Bangalore,3,37,incorrect_value,No,3,0
Bachelors,2017,incorrect_value,3,33,Male,No,5,0
Bachelors,2017,New Delhi,3,41,Female,No,4,0
Bachelors,2017,Bangalore,3,37,Female,No,2,0
,-885,Pune,3,38,Male,Yes,5,0
Bachelors,2015,Bangalore,3,34,Male,No,-136,1
Bachelors,2017,Pune,3,37,Female,No,0,636
Bachelors,2014,Bangalore,3,34,Male,No,0,1
Bachelors,2012,Pune,3,32,incorrect_value,No,1,0
incorrect_value,2012,New Delhi,3,35,Female,No,4,1
Bachelors,2013,Pune,3,36,Male,No,3,0
Bachelors,2015,Bangalore,3,34,Female,,2,0
Bachelors,2014,Bangalore,3,37,Female,No,3,935
Bachelors,2016,Bangalore,3,40,Female,Yes,103,0
Bachelors,2014,Pune,3,33,,No,-462,0
Bachelors,336,Bangalore,3,39,Female,No,4,0
Bachelors,2012,Bangalore,3,40,Male,No,4,0
Bachelors,2013,Bangalore,1,34,Male,No,4,1
Bachelors,2016,Pune,3,40,Male,No,5,0
PHD,2013,,3,32,Male,No,5,942
Bachelors,2012,Bangalore,-142,-788,Male,No,1,0
Bachelors,2017,New Delhi,1,31,Female,No,4,1
Masters,2016,New Delhi,3,41,Female,,4,0
,2016,Bangalore,3,34,incorrect_value,No,4,0
Bachelors,2016,Bangalore,3,39,Male,No,7,0
Bachelors,2014,Bangalore,3,35,Male,,5,0
Bachelors,2016,Pune,957,38,Female,No,7,0
Bachelors,2016,Bangalore,3,33,Male,No,6,0
Bachelors,2014,Pune,3,33,Male,No,6,0
incorrect_value,2012,,3,35,Male,No,5,0
PHD,2013,,3,-942,Male,No,5,0
Bachelors,2012,Bangalore,3,40,,No,5,0
Bachelors,2017,Bangalore,3,39,,No,5,0
Bachelors,2017,Bangalore,3,33,Female,No,6,0
Bachelors,2014,Bangalore,3,32,Female,No,5,0
Masters,2014,Bangalore,3,40,Female,No,7,1
Bachelors,2017,New Delhi,2,33,Male,No,6,0
Masters,2016,New Delhi,1,31,Female,No,5,1
Bachelors,2013,Bangalore,3,35,Female,No,5,0
Bachelors,3,Bangalore,3,39,Male,incorrect_value,7,1
,2018,Bangalore,-937,39,Female,No,6,1
Masters,2017,Pune,2,675,Female,No,2,0
Bachelors,2012,Bangalore,3,500,incorrect_value,No,7,1
Masters,2017,New Delhi,2,40,Female,Yes,2,0
Bachelors,2018,Bangalore,3,-547,Male,No,6,1
Bachelors,238,incorrect_value,3,34,Male,No,-931,0
Bachelors,2012,Bangalore,792,35,Male,No,7,0
Masters,2013,New Delhi,1,41,Male,No,5,0
,2014,New Delhi,2,37,Female,No,5,0
Bachelors,2015,incorrect_value,3,34,Male,Yes,7,0
Bachelors,2014,Bangalore,3,35,Male,Yes,5,-742
Bachelors,2013,Bangalore,676,38,Male,No,6,0
Bachelors,2016,Bangalore,3,38,Female,No,7,0
Bachelors,2015,incorrect_value,2,41,Female,No,7,0
Bachelors,2018,Bangalore,3,34,Male,No,5,1
Bachelors,2017,Pune,2,22,Male,No,0,0
Bachelors,2018,Bangalore,2,26,Female,No,562,1
Bachelors,2012,Bangalore,3,22,Male,No,0,0
Bachelors,2017,New Delhi,3,25,Female,No,3,0
Bachelors,391,Bangalore,3,29,Male,No,0,-763
Bachelors,-987,New Delhi,262,36,Female,No,0,0
Bachelors,2014,Bangalore,-842,37,Female,No,1,0
Bachelors,2013,,2,34,Female,No,4,1
Bachelors,2012,Pune,3,34,Female,,2,1
Bachelors,2012,,3,-219,Female,incorrect_value,3,-23
Bachelors,2012,Bangalore,3,732,Male,No,0,0
Bachelors,2015,New Delhi,3,36,Female,,2,-27
Bachelors,2016,Bangalore,213,31,Male,Yes,5,0
Bachelors,2015,Bangalore,3,34,,incorrect_value,4,0
Masters,2014,New Delhi,3,33,Male,Yes,2,1
Bachelors,2014,Bangalore,3,28,Male,No,128,0
Bachelors,2015,Bangalore,3,31,Male,incorrect_value,1,0
Bachelors,2017,Bangalore,3,35,Male,No,5,0
Bachelors,2012,Bangalore,-907,28,Female,Yes,1,0
Bachelors,2018,Bangalore,3,32,Female,No,2,1
Bachelors,2013,Bangalore,3,23,incorrect_value,,1,1
Masters,2018,Pune,3,-20,Male,No,5,1
Bachelors,2017,Pune,3,25,Male,No,3,0
Masters,2017,New Delhi,74,31,Female,,2,0
PHD,2018,New Delhi,3,34,Male,No,0,1
Bachelors,2016,Bangalore,3,36,Female,,2,0
PHD,2017,New Delhi,3,40,Male,No,3,0
Masters,2012,New Delhi,3,34,Female,No,2,0
Bachelors,2018,Bangalore,3,37,,No,2,802
Bachelors,2012,Bangalore,3,38,incorrect_value,No,-365,0
Bachelors,2017,New Delhi,2,22,Female,No,0,0
Bachelors,2016,Pune,2,894,,No,0,1
Bachelors,2013,New Delhi,2,35,Female,No,1,1
Bachelors,2012,New Delhi,3,22,Female,No,0,708
Bachelors,2016,Bangalore,3,22,Male,No,0,-107
Bachelors,2012,Bangalore,3,29,Male,No,4,0
,2017,Bangalore,3,34,Male,No,940,0
Bachelors,2017,Bangalore,2,23,Male,No,1,0
Bachelors,2014,Pune,2,32,Male,No,3,1
Bachelors,2012,Pune,2,26,Female,No,4,1
Masters,-394,Bangalore,3,-348,Male,No,2,0
Bachelors,790,Pune,3,37,Male,No,4,0
Bachelors,2017,New Delhi,2,25,Female,incorrect_value,3,0
Bachelors,2018,,2,36,Female,,5,1
Bachelors,2016,Bangalore,3,976,Female,No,4,756
Bachelors,2018,Pune,2,39,Female,No,4,1
Bachelors,2016,Bangalore,3,24,Male,No,2,1
Masters,2018,Pune,3,39,Male,No,2,1
Masters,2018,New Delhi,638,39,Female,No,2,1
incorrect_value,2017,New Delhi,2,27,Female,No,5,0
Bachelors,2013,Bangalore,3,36,Male,No,-412,1
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,28,,No,3,0
Bachelors,168,Bangalore,3,24,Male,No,2,85
Bachelors,702,Bangalore,3,27,Male,No,5,0
Bachelors,2017,New Delhi,3,23,Male,No,1,0
Bachelors,2013,Bangalore,-622,30,incorrect_value,No,5,0
Bachelors,2014,Bangalore,850,22,Male,,0,0
Bachelors,2014,Pune,3,27,Male,incorrect_value,5,0
Masters,2017,New Delhi,3,32,Male,No,2,0
Masters,2014,Pune,1,33,Female,incorrect_value,1,0
,2017,New Delhi,3,26,Male,No,4,1
Bachelors,2013,Pune,3,25,Female,Yes,3,-664
Masters,2017,New Delhi,2,234,Male,No,1,1
Bachelors,2012,Pune,259,158,Male,No,145,271
Bachelors,2014,Bangalore,3,33,Male,,5,0
Masters,2018,Bangalore,3,30,Male,,2,1
,2017,New Delhi,2,27,Female,No,5,-647
Bachelors,2012,Pune,2,31,incorrect_value,No,-162,0
Masters,2018,New Delhi,3,23,Female,No,1,1
